TimeStamp,BYA_PLC_GE3010C_ExhaustTemp_LB,BYA_PLC_TT3201_PV,CLUSTER,OVER_BY,HEALTH
2024-05-31 05:00:00+07:00,869.425,107.078,1,2.22,72.82
2024-05-31 06:00:00+07:00,868.101,105.997,1,2.11,73.98
2024-05-31 08:00:00+07:00,869.931,108.029,1,2.21,72.93
2024-05-31 10:00:00+07:00,871.033,114.3,1,1.88,76.45
2024-05-31 11:00:00+07:00,871.943,117.071,1,1.87,76.56
2024-05-31 12:00:00+07:00,875.141,117.004,1,2.43,70.67
2024-05-31 15:00:00+07:00,875.313,107.152,1,0,100
2024-05-31 17:00:00+07:00,874.596,110.054,1,0,100
2024-05-31 18:00:00+07:00,875.094,106.175,1,0,100
2024-05-31 19:00:00+07:00,874.635,106.279,1,0,100
2024-05-31 21:00:00+07:00,876.522,108.257,1,0,100
2024-05-31 22:00:00+07:00,875.518,109.565,1,0,100
2024-05-31 23:00:00+07:00,862.959,103.283,1,0,100
2024-06-01 00:00:00+07:00,863.75,93.936,1,0,100
2024-06-01 01:00:00+07:00,864.736,95.262,1,0,100
2024-06-01 02:00:00+07:00,861.041,95.121,1,0,100
2024-06-01 03:00:00+07:00,864.551,103.449,1,0,100
2024-06-01 04:00:00+07:00,866.81,107.747,1,0,100
2024-06-01 05:00:00+07:00,867.756,112.354,1,0,100
2024-06-01 06:00:00+07:00,863.699,114.456,1,0,100
2024-06-01 07:00:00+07:00,867.916,115.44,1,0,100
2024-06-01 08:00:00+07:00,867.976,107.428,1,0,100
2024-06-01 09:00:00+07:00,864.574,111.389,1,0,100
2024-06-01 10:00:00+07:00,873.566,105.871,1,0,100
2024-06-01 11:00:00+07:00,874.389,104.302,1,0,100
2024-06-01 12:00:00+07:00,874.371,104.904,1,0,100
2024-06-01 13:00:00+07:00,873.901,103.854,1,0,100
2024-06-01 14:00:00+07:00,850.387,101.551,1,0,100
2024-06-01 15:00:00+07:00,873.898,112.126,1,0,100
2024-06-01 16:00:00+07:00,872.512,116.603,1,0,100
2024-06-01 17:00:00+07:00,872.432,115.682,1,0,100
2024-06-01 18:00:00+07:00,872.92,115.47,1,0,100
2024-06-01 19:00:00+07:00,873.803,114.982,1,0,100
2024-06-01 22:00:00+07:00,873.518,117.542,1,0,100
2024-06-01 23:00:00+07:00,872.039,118.175,1,0,100
2024-06-02 00:00:00+07:00,867.135,118.301,1,0,100
2024-06-02 01:00:00+07:00,862.793,110.824,1,0,100
2024-06-02 02:00:00+07:00,863.985,110.775,1,0,100
2024-06-02 03:00:00+07:00,865.982,109.608,1,0,100
2024-06-02 04:00:00+07:00,864.144,106.47,1,0,100
2024-06-02 05:00:00+07:00,855.626,93.02,1,0,100
2024-06-02 06:00:00+07:00,857.665,96.011,1,0,100
2024-06-02 07:00:00+07:00,854.906,110.578,1,0,100
2024-06-02 08:00:00+07:00,860.685,112.835,1,0,100
2024-06-02 09:00:00+07:00,862.047,110.198,1,0,100
2024-06-02 10:00:00+07:00,862.859,115.516,1,0,100
2024-06-02 11:00:00+07:00,860.958,118.635,1,0,100
2024-06-02 12:00:00+07:00,861.412,119.213,1,0,100
2024-06-02 13:00:00+07:00,861.491,121.043,1,0,100
2024-06-02 14:00:00+07:00,861.855,120.214,1,0,100
2024-06-02 15:00:00+07:00,861.112,126.026,1,0,100
2024-06-02 16:00:00+07:00,863.584,121.08,1,0,100
2024-06-02 17:00:00+07:00,866.144,117.53,1,0,100
2024-06-02 18:00:00+07:00,866.314,116.194,1,0,100
2024-06-02 20:00:00+07:00,866.168,117.965,1,0,100
2024-06-02 21:00:00+07:00,867.424,114.392,1,0,100
2024-06-02 22:00:00+07:00,866.105,117.064,1,0,100
2024-06-02 23:00:00+07:00,864.391,118.933,1,0,100
2024-06-03 00:00:00+07:00,863.683,118.869,1,0,100
2024-06-03 01:00:00+07:00,862.024,110.569,1,0,100
2024-06-03 02:00:00+07:00,863.67,112.912,1,0,100
2024-06-03 03:00:00+07:00,863.46,114.337,1,0,100
2024-06-03 04:00:00+07:00,865.507,119.385,1,0,100
2024-06-03 05:00:00+07:00,867.118,117.248,1,0,100
2024-06-03 06:00:00+07:00,866.858,116.422,1,0,100
2024-06-03 07:00:00+07:00,866.526,117.058,1,0,100
2024-06-03 08:00:00+07:00,867.928,117.349,1,0,100
2024-06-03 09:00:00+07:00,869.371,118.888,1,0,100
2024-06-03 10:00:00+07:00,865.047,121.276,1,0,100
2024-06-03 12:00:00+07:00,865.63,122.24,1,0,100
2024-06-03 13:00:00+07:00,867.282,122.885,1,0,100
2024-06-03 14:00:00+07:00,868.658,122.038,1,0,100
2024-06-03 15:00:00+07:00,869.246,119.9,1,0,100
2024-06-03 16:00:00+07:00,868.187,120.066,1,0,100
2024-06-03 17:00:00+07:00,869.338,120.564,1,0,100
2024-06-03 18:00:00+07:00,866.923,119.636,1,0,100
2024-06-03 20:00:00+07:00,868.142,119.856,1,0,100
2024-06-03 21:00:00+07:00,871.712,119.761,1,0,100
2024-06-03 22:00:00+07:00,869.861,119.145,1,0,100
2024-06-03 23:00:00+07:00,868.431,119.91,1,0,100
2024-06-04 00:00:00+07:00,867.386,120.134,1,0,100
2024-06-04 01:00:00+07:00,867.085,118.538,1,0,100
2024-06-04 02:00:00+07:00,867.705,118.206,1,0,100
2024-06-04 03:00:00+07:00,867.688,117.321,1,0,100
2024-06-04 04:00:00+07:00,868.258,116.437,1,0,100
2024-06-04 05:00:00+07:00,868.899,115.796,1,0,100
2024-06-04 06:00:00+07:00,866.924,117.307,1,0,100
2024-06-04 07:00:00+07:00,867.914,117.073,1,0,100
2024-06-04 08:00:00+07:00,867.278,119.532,1,0,100
2024-06-04 09:00:00+07:00,867.082,121.743,1,0,100
2024-06-04 10:00:00+07:00,865.184,122.971,1,0,100
2024-06-04 11:00:00+07:00,864.671,123.5,1,0,100
2024-06-04 12:00:00+07:00,864.056,123.41,1,0,100
2024-06-04 13:00:00+07:00,866.419,123.88,1,0,100
2024-06-04 14:00:00+07:00,867.475,122.692,1,0,100
2024-06-04 15:00:00+07:00,869.656,120.539,1,0,100
2024-06-04 16:00:00+07:00,870.755,116.646,1,0,100
2024-06-04 17:00:00+07:00,871.108,114.767,1,0,100
2024-06-04 18:00:00+07:00,870.545,110.873,1,0,100
2024-06-04 22:00:00+07:00,863.094,95.332,1,0,100
2024-06-04 23:00:00+07:00,867.371,105.699,1,0,100
2024-06-05 00:00:00+07:00,868.293,110.053,1,0,100
2024-06-05 01:00:00+07:00,859.976,107.056,1,0,100
2024-06-05 02:00:00+07:00,861.249,109.583,1,0,100
2024-06-05 03:00:00+07:00,861.264,104.618,1,0,100
2024-06-05 04:00:00+07:00,859.182,109.989,1,0,100
2024-06-05 05:00:00+07:00,864.264,115.46,1,0,100
2024-06-05 06:00:00+07:00,865.243,115,1,0,100
2024-06-05 07:00:00+07:00,865.412,117.542,1,0,100
2024-06-05 08:00:00+07:00,866.625,118.307,1,0,100
2024-06-05 09:00:00+07:00,867.86,123.383,1,0,100
2024-06-05 10:00:00+07:00,868.502,122.056,1,0,100
2024-06-05 11:00:00+07:00,867.802,118.663,1,0,100
2024-06-05 12:00:00+07:00,868.506,116.044,1,0,100
2024-06-05 13:00:00+07:00,871.39,116.474,1,0,100
2024-06-05 14:00:00+07:00,870.672,119.311,1,0,100
2024-06-05 15:00:00+07:00,869.64,116.953,1,0,100
2024-06-05 16:00:00+07:00,869.455,114.668,1,0,100
2024-06-05 17:00:00+07:00,873.146,114.042,1,0,100
2024-06-05 18:00:00+07:00,873.172,113.121,1,0,100
2024-06-05 21:00:00+07:00,872.352,117.2,1,0,100
2024-06-05 22:00:00+07:00,869.407,112.885,1,0,100
2024-06-05 23:00:00+07:00,868.594,113.482,1,0,100
2024-06-06 00:00:00+07:00,869.139,115.381,1,0,100
2024-06-06 01:00:00+07:00,869.066,116.327,1,0,100
2024-06-06 02:00:00+07:00,869.783,117.211,1,0,100
2024-06-06 03:00:00+07:00,866.983,116.879,1,0,100
2024-06-06 04:00:00+07:00,868.412,117.211,1,0,100
2024-06-06 06:00:00+07:00,867.558,117.071,1,0,100
2024-06-06 08:00:00+07:00,868.284,121.249,1,0,100
2024-06-06 09:00:00+07:00,870.705,122.399,1,0,100
2024-06-06 11:00:00+07:00,871.768,123.426,1,0,100
2024-06-06 12:00:00+07:00,871.225,122.812,1,0,100
2024-06-06 13:00:00+07:00,872.34,122.959,1,0,100
2024-06-06 14:00:00+07:00,870.103,122.535,1,0,100
2024-06-06 15:00:00+07:00,873.241,123.944,1,0,100
2024-06-06 16:00:00+07:00,874.595,120.932,1,0,100
2024-06-06 17:00:00+07:00,875.593,119.735,1,0,100
2024-06-06 18:00:00+07:00,876.402,119.016,1,0,100
2024-06-06 19:00:00+07:00,874.954,118.058,1,0,100
2024-06-06 20:00:00+07:00,873.801,117.336,1,0,100
2024-06-06 21:00:00+07:00,872.874,107.373,1,0,100
2024-06-06 22:00:00+07:00,867.996,104.771,1,0,100
2024-06-06 23:00:00+07:00,867.736,110.827,1,0,100
2024-06-07 00:00:00+07:00,868.608,112.872,1,0,100
2024-06-07 01:00:00+07:00,867.157,115.479,1,0,100
2024-06-07 02:00:00+07:00,866.754,116.124,1,0,100
2024-06-07 03:00:00+07:00,866.336,115.553,1,0,100
2024-06-07 04:00:00+07:00,867.689,116.004,1,0,100
2024-06-07 05:00:00+07:00,868.33,115.752,1,0,100
2024-06-07 06:00:00+07:00,871.489,116.872,1,0,100
2024-06-07 07:00:00+07:00,871.945,121.653,1,0,100
2024-06-07 08:00:00+07:00,871.174,120.72,1,0,100
2024-06-07 09:00:00+07:00,873.381,123.226,1,0,100
2024-06-07 10:00:00+07:00,873.082,121.117,1,0,100
2024-06-07 11:00:00+07:00,872.211,120.288,1,0,100
2024-06-07 13:00:00+07:00,871.758,123.747,1,0,100
2024-06-07 14:00:00+07:00,869.807,122.001,1,0,100
2024-06-07 16:00:00+07:00,869.757,120.328,1,0,100
2024-06-07 17:00:00+07:00,871.756,121.154,1,0,100
2024-06-07 18:00:00+07:00,873.459,121.42,1,0,100
2024-06-07 19:00:00+07:00,874.724,121.092,1,0,100
2024-06-07 20:00:00+07:00,876.17,120.822,1,0,100
2024-06-07 21:00:00+07:00,878.254,119.514,1,0,100
2024-06-07 22:00:00+07:00,879.128,116.879,1,0,100
2024-06-07 23:00:00+07:00,867.103,103.733,1,0,100
2024-06-08 00:00:00+07:00,864.533,94.722,1,0,100
2024-06-08 01:00:00+07:00,870.114,106.162,1,0,100
2024-06-08 02:00:00+07:00,868.627,111.942,1,0,100
2024-06-08 03:00:00+07:00,872.234,108.062,1,0,100
2024-06-08 04:00:00+07:00,870.905,111.227,1,0,100
2024-06-08 05:00:00+07:00,871.56,115.866,1,0,100
2024-06-08 06:00:00+07:00,869.537,115.553,1,0,100
2024-06-08 07:00:00+07:00,869.808,117.322,1,0,100
2024-06-08 08:00:00+07:00,872.836,120.564,1,0,100
2024-06-08 09:00:00+07:00,873.884,121.718,1,0,100
2024-06-08 11:00:00+07:00,870.274,121.006,1,0,100
2024-06-08 13:00:00+07:00,872.871,121.89,1,0,100
2024-06-08 14:00:00+07:00,874.526,120.122,1,0,100
2024-06-08 15:00:00+07:00,874.073,120.27,1,0,100
2024-06-08 16:00:00+07:00,872.373,119.403,1,0,100
2024-06-08 17:00:00+07:00,873.894,118.777,1,0,100
2024-06-08 18:00:00+07:00,870.632,116.363,1,0,100
2024-06-08 19:00:00+07:00,871.794,114.83,1,0,100
2024-06-08 20:00:00+07:00,869.173,113.77,1,0,100
2024-06-08 21:00:00+07:00,869,112.296,1,0,100
2024-06-08 23:00:00+07:00,872.928,114.565,1,0,100
2024-06-09 00:00:00+07:00,874.104,116.695,1,0,100
2024-06-09 01:00:00+07:00,867.46,114.398,1,0,100
2024-06-09 02:00:00+07:00,871.707,113.956,1,0,100
2024-06-09 03:00:00+07:00,872.163,113.895,1,0,100
2024-06-09 04:00:00+07:00,870.248,113.563,1,0,100
2024-06-09 05:00:00+07:00,867.87,113.342,1,0,100
2024-06-09 06:00:00+07:00,867.782,113.15,1,0,100
2024-06-09 07:00:00+07:00,868.286,109.541,1,0,100
2024-06-09 08:00:00+07:00,872.201,98.173,1,0,100
2024-06-09 09:00:00+07:00,870.54,112.126,1,0,100
2024-06-09 11:00:00+07:00,870.137,120.188,1,0,100
2024-06-09 12:00:00+07:00,869.688,121.117,1,0,100
2024-06-09 13:00:00+07:00,871.822,120.439,1,0,100
2024-06-09 14:00:00+07:00,871.072,119.854,1,0,100
2024-06-09 16:00:00+07:00,876.11,117.8,1,0,100
2024-06-09 17:00:00+07:00,877.376,113.821,1,0,100
2024-06-09 18:00:00+07:00,877.095,114.496,1,0,100
2024-06-09 20:00:00+07:00,875.26,112.848,1,0,100
2024-06-09 21:00:00+07:00,871.693,111.53,1,0,100
2024-06-09 22:00:00+07:00,869.504,107.096,1,0,100
2024-06-09 23:00:00+07:00,871.082,104.922,1,0,100
2024-06-10 00:00:00+07:00,871.523,106.148,1,0,100
2024-06-10 01:00:00+07:00,870.587,105.285,1,0,100
2024-06-10 02:00:00+07:00,873.78,107.446,1,0,100
2024-06-10 03:00:00+07:00,874.464,108.607,1,0,100
2024-06-10 04:00:00+07:00,875.116,107.152,1,0,100
2024-06-10 05:00:00+07:00,873.264,106.39,1,0,100
2024-06-10 06:00:00+07:00,874.543,108.625,1,0,100
2024-06-10 07:00:00+07:00,869.552,106.063,1,0,100
2024-06-10 08:00:00+07:00,861.566,93.201,1,0,100
2024-06-10 09:00:00+07:00,865.378,105.328,1,0,100
2024-06-10 11:00:00+07:00,866.717,101.698,1,0,100
2024-06-10 12:00:00+07:00,868.373,102.361,1,0,100
2024-06-10 13:00:00+07:00,869.226,105.383,1,0,100
2024-06-10 16:00:00+07:00,871.832,107.44,1,0,100
2024-06-10 17:00:00+07:00,872.247,107.882,1,0,100
2024-06-10 19:00:00+07:00,877.522,112.752,1,0,100
2024-06-10 20:00:00+07:00,874.588,108.515,1,0,100
2024-06-10 21:00:00+07:00,874.24,109.908,1,0,100
2024-06-10 22:00:00+07:00,876.552,112.649,1,0,100
2024-06-10 23:00:00+07:00,875.966,109.316,1,0,100
2024-06-11 00:00:00+07:00,874.698,109.154,1,0,100
2024-06-11 01:00:00+07:00,873.662,109.344,1,0,100
2024-06-11 02:00:00+07:00,873.304,107.004,1,0,100
2024-06-11 03:00:00+07:00,871.724,106.267,1,0,100
2024-06-11 04:00:00+07:00,872.694,106.263,1,0,100
2024-06-11 05:00:00+07:00,868.277,102.64,1,0,100
2024-06-11 07:00:00+07:00,870.635,103.19,1,0,100
2024-06-11 08:00:00+07:00,868.527,103.961,1,0,100
2024-06-11 10:00:00+07:00,870.661,115.338,1,0,100
2024-06-11 11:00:00+07:00,872.235,116.934,1,0,100
2024-06-11 12:00:00+07:00,872.408,114.198,1,0,100
2024-06-11 13:00:00+07:00,872.467,112.181,1,0,100
2024-06-11 14:00:00+07:00,872.26,110.198,1,0,100
2024-06-11 15:00:00+07:00,872.012,113.649,1,0,100
2024-06-11 16:00:00+07:00,871.259,117.518,1,0,100
2024-06-11 17:00:00+07:00,869.792,118.5,1,0,100
2024-06-11 18:00:00+07:00,878.629,96.356,1,0,100
2024-06-11 19:00:00+07:00,866.651,106.378,1,0,100
2024-06-11 21:00:00+07:00,872.859,118.316,1,0,100
2024-06-11 22:00:00+07:00,873.899,117.211,1,0,100
2024-06-11 23:00:00+07:00,874.616,114.853,1,0,100
2024-06-12 00:00:00+07:00,874.61,110.21,1,0,100
2024-06-12 01:00:00+07:00,875.958,110.075,1,0,100
2024-06-12 02:00:00+07:00,871.235,114.359,1,0,100
2024-06-12 03:00:00+07:00,872.621,115.525,1,0,100
2024-06-12 04:00:00+07:00,874.291,114.398,1,0,100
2024-06-12 05:00:00+07:00,874.822,113.072,1,0,100
2024-06-12 06:00:00+07:00,875.496,114.374,1,0,100
2024-06-12 07:00:00+07:00,860.379,109.556,1,0,100
2024-06-12 08:00:00+07:00,859.942,108.552,1,0,100
2024-06-12 09:00:00+07:00,866.304,111.573,1,0,100
2024-06-12 10:00:00+07:00,866.811,116.09,1,0,100
2024-06-12 11:00:00+07:00,866.346,120.385,1,0,100
2024-06-12 12:00:00+07:00,870.862,120.925,1,0,100
2024-06-12 13:00:00+07:00,867.734,122.067,1,0,100
2024-06-12 14:00:00+07:00,868.386,121.467,1,0,100
2024-06-12 15:00:00+07:00,871.995,121.915,1,0,100
2024-06-12 16:00:00+07:00,872.907,120.613,1,0,100
2024-06-12 17:00:00+07:00,872.165,119.292,1,0,100
2024-06-12 18:00:00+07:00,873.132,120.416,1,0,100
2024-06-12 19:00:00+07:00,873.694,116.584,1,0,100
2024-06-12 20:00:00+07:00,873.296,116.609,1,0,100
2024-06-12 21:00:00+07:00,870.838,118.928,1,0,100
2024-06-12 22:00:00+07:00,872.697,118.029,1,0,100
2024-06-12 23:00:00+07:00,870.971,117.819,1,0,100
2024-06-13 00:00:00+07:00,869.738,117.855,1,0,100
2024-06-13 01:00:00+07:00,870.002,117.751,1,0,100
2024-06-13 02:00:00+07:00,870.308,117.764,1,0,100
2024-06-13 03:00:00+07:00,870.653,117.929,1,0,100
2024-06-13 04:00:00+07:00,870.542,119.127,1,0,100
2024-06-13 05:00:00+07:00,870.677,117.733,1,0,100
2024-06-13 06:00:00+07:00,872.311,118.629,1,0,100
2024-06-13 08:00:00+07:00,869.284,119.115,1,0,100
2024-06-13 09:00:00+07:00,869.576,122.701,1,0,100
2024-06-13 10:00:00+07:00,868.877,122.158,1,0,100
2024-06-13 11:00:00+07:00,869.549,123.426,1,0,100
2024-06-13 12:00:00+07:00,869.994,122.689,1,0,100
2024-06-13 13:00:00+07:00,869.161,121.743,1,0,100
2024-06-13 14:00:00+07:00,870.722,123.106,1,0,100
2024-06-13 15:00:00+07:00,873.167,121.706,1,0,100
2024-06-13 16:00:00+07:00,875.699,122.185,1,0,100
2024-06-13 17:00:00+07:00,877.848,121.522,1,0,100
2024-06-13 18:00:00+07:00,878.255,118.574,1,0,100
2024-06-13 19:00:00+07:00,875.94,113.71,1,0,100
2024-06-13 20:00:00+07:00,876.215,112.531,1,0,100
2024-06-13 21:00:00+07:00,876.696,110.658,1,0,100
2024-06-13 22:00:00+07:00,877.135,112.87,1,0,100
2024-06-13 23:00:00+07:00,876.085,115.166,1,0,100
2024-06-14 00:00:00+07:00,872.86,115.553,1,0,100
2024-06-14 01:00:00+07:00,872.776,116.326,1,0,100
2024-06-14 02:00:00+07:00,870.75,116.18,1,0,100
2024-06-14 03:00:00+07:00,870.289,116.364,1,0,100
2024-06-14 04:00:00+07:00,870.666,116.879,1,0,100
2024-06-14 05:00:00+07:00,872.462,116.609,1,0,100
2024-06-14 06:00:00+07:00,870.823,118.648,1,0,100
2024-06-14 07:00:00+07:00,871.211,121.33,1,0,100
2024-06-14 08:00:00+07:00,871.712,121.19,1,0,100
2024-06-14 09:00:00+07:00,872.859,121.522,1,0,100
2024-06-14 10:00:00+07:00,873.77,121.54,1,0,100
2024-06-14 11:00:00+07:00,872.79,121.854,1,0,100
2024-06-14 12:00:00+07:00,871.948,122.259,1,0,100
2024-06-14 15:00:00+07:00,877.44,120.07,1,0,100
2024-06-14 16:00:00+07:00,877.287,119.053,1,0,100
2024-06-14 17:00:00+07:00,877.003,118.666,1,0,100
2024-06-14 18:00:00+07:00,876.684,118.814,1,0,100
2024-06-14 19:00:00+07:00,876.513,117.69,1,0,100
2024-06-14 20:00:00+07:00,876.838,116.4,1,0,100
2024-06-14 21:00:00+07:00,876.827,115.736,1,0,100
2024-06-14 22:00:00+07:00,876.095,117.1,1,0,100
2024-06-14 23:00:00+07:00,875.304,118.427,1,0,100
2024-06-15 00:00:00+07:00,871.602,114.294,1,0,100
2024-06-15 01:00:00+07:00,870.914,108.531,1,0,100
2024-06-15 02:00:00+07:00,869.649,112.071,1,0,100
2024-06-15 03:00:00+07:00,869.936,115.7,1,0,100
2024-06-15 04:00:00+07:00,869.927,113.784,1,0,100
2024-06-15 05:00:00+07:00,869.295,114.89,1,0,100
2024-06-15 06:00:00+07:00,869.415,114.005,1,0,100
2024-06-15 08:00:00+07:00,870.886,111.573,1,0,100
2024-06-15 10:00:00+07:00,868.914,121.129,1,0,100
2024-06-15 11:00:00+07:00,869.535,122.72,1,0,100
2024-06-15 12:00:00+07:00,869.032,123.423,1,0,100
2024-06-15 13:00:00+07:00,870.806,122.863,1,0,100
2024-06-15 14:00:00+07:00,874.284,121.861,1,0,100
2024-06-15 15:00:00+07:00,874.808,121.817,1,0,100
2024-06-15 16:00:00+07:00,876.436,119.987,1,0,100
2024-06-15 17:00:00+07:00,876.038,117.702,1,0,100
2024-06-15 18:00:00+07:00,876.572,118.114,1,0,100
2024-06-15 19:00:00+07:00,875.988,116.069,1,0,100
2024-06-15 20:00:00+07:00,876.727,114.816,1,0,100
2024-06-15 21:00:00+07:00,877.029,113.299,1,0,100
2024-06-15 22:00:00+07:00,877.818,113.784,1,0,100
2024-06-15 23:00:00+07:00,877.389,117.623,1,0,100
2024-06-16 00:00:00+07:00,872.787,117.57,1,0,100
2024-06-16 01:00:00+07:00,872.233,117.027,1,0,100
2024-06-16 02:00:00+07:00,871.566,114.964,1,0,100
2024-06-16 03:00:00+07:00,870.954,115.386,1,0,100
2024-06-16 04:00:00+07:00,870.289,115.59,1,0,100
2024-06-16 05:00:00+07:00,870.687,116.173,1,0,100
2024-06-16 06:00:00+07:00,870.425,117.856,1,0,100
2024-06-16 07:00:00+07:00,870.412,116.959,1,0,100
2024-06-16 08:00:00+07:00,873.356,107.82,1,0,100
2024-06-16 09:00:00+07:00,870.777,114.189,1,0,100
2024-06-16 10:00:00+07:00,870.382,119.79,1,0,100
2024-06-16 11:00:00+07:00,873.234,114.184,1,0,100
2024-06-16 12:00:00+07:00,871.374,119.815,1,0,100
2024-06-16 13:00:00+07:00,873.355,123.032,1,0,100
2024-06-16 14:00:00+07:00,874.193,123.291,1,0,100
2024-06-16 15:00:00+07:00,877.574,121.286,1,0,100
2024-06-16 16:00:00+07:00,876.641,118.589,1,0,100
2024-06-16 17:00:00+07:00,879.095,116.526,1,0,100
2024-06-16 18:00:00+07:00,878.473,114.475,1,0,100
2024-06-16 19:00:00+07:00,874.858,110.956,1,0,100
2024-06-16 20:00:00+07:00,875.431,109.731,1,0,100
2024-06-16 21:00:00+07:00,875.233,108.748,1,0,100
2024-06-16 22:00:00+07:00,874.604,108.276,1,0,100
2024-06-16 23:00:00+07:00,877.59,107.152,1,0,100
2024-06-17 00:00:00+07:00,878.889,107.311,1,0,100
2024-06-17 01:00:00+07:00,869.834,86.76,1,0,100
2024-06-17 02:00:00+07:00,872.103,91.831,1,0,100
2024-06-17 03:00:00+07:00,871.516,108.736,1,0,100
2024-06-17 04:00:00+07:00,870.324,108.797,1,0,100
2024-06-17 05:00:00+07:00,872.062,109.031,1,0,100
2024-06-17 06:00:00+07:00,865.578,105.555,1,0,100
2024-06-17 07:00:00+07:00,876.71,96.742,1,0,100
2024-06-17 08:00:00+07:00,877.924,101.588,1,0,100
2024-06-17 09:00:00+07:00,878.522,100.077,1,0,100
2024-06-17 10:00:00+07:00,880.164,105.254,1,0,100
2024-06-17 11:00:00+07:00,878.667,108.736,1,0,100
2024-06-17 12:00:00+07:00,876.572,105.604,1,0,100
2024-06-17 13:00:00+07:00,876.549,101.33,1,0,100
2024-06-17 14:00:00+07:00,878.574,108.33,1,0,100
2024-06-18 16:00:00+07:00,868.656,114.429,1,0,100
2024-06-18 17:00:00+07:00,873.928,114.232,1,0,100
2024-06-18 18:00:00+07:00,872.748,111.707,1,0,100
2024-06-18 19:00:00+07:00,872.108,109.952,1,0,100
2024-06-18 20:00:00+07:00,875.065,111.84,1,0,100
2024-06-18 21:00:00+07:00,874.303,109.485,1,0,100
2024-06-18 22:00:00+07:00,875.705,112.771,1,0,100
2024-06-18 23:00:00+07:00,873.475,114.595,1,0,100
2024-06-19 00:00:00+07:00,869.522,116.732,1,0,100
2024-06-19 01:00:00+07:00,870.169,115.768,1,0,100
2024-06-19 02:00:00+07:00,870.639,114.661,1,0,100
2024-06-19 03:00:00+07:00,870.203,114.89,1,0,100
2024-06-19 04:00:00+07:00,869.084,114.678,1,0,100
2024-06-19 05:00:00+07:00,866.678,114.693,1,0,100
2024-06-19 06:00:00+07:00,868.081,116.566,1,0,100
2024-06-19 07:00:00+07:00,867.973,117.064,1,0,100
2024-06-19 08:00:00+07:00,867.965,117.082,1,0,100
2024-06-19 09:00:00+07:00,866.408,117.542,1,0,100
2024-06-19 10:00:00+07:00,867.06,119.466,1,0,100
2024-06-19 11:00:00+07:00,869.529,120.505,1,0,100
2024-06-19 12:00:00+07:00,870.679,119.79,1,0,100
2024-06-19 13:00:00+07:00,868.499,119.569,1,0,100
2024-06-19 14:00:00+07:00,870.296,118.685,1,0,100
2024-06-19 15:00:00+07:00,868.718,118.795,1,0,100
2024-06-19 16:00:00+07:00,868.768,118.169,1,0,100
2024-06-19 17:00:00+07:00,869.918,117.026,1,0,100
2024-06-19 18:00:00+07:00,870.482,118.5,1,0,100
2024-06-19 19:00:00+07:00,872.334,116.105,1,0,100
2024-06-19 20:00:00+07:00,872.273,112.458,1,0,100
2024-06-19 21:00:00+07:00,870.531,113.686,1,0,100
2024-06-19 22:00:00+07:00,870.562,113.475,1,0,100
2024-06-19 23:00:00+07:00,864.873,113.692,1,0,100
2024-06-20 00:00:00+07:00,864.64,111.573,1,0,100
2024-06-20 01:00:00+07:00,865.523,112.814,1,0,100
2024-06-20 02:00:00+07:00,864.383,113.95,1,0,100
2024-06-20 03:00:00+07:00,865.142,114.742,1,0,100
2024-06-20 04:00:00+07:00,863.452,114.767,1,0,100
2024-06-20 05:00:00+07:00,863.355,114.86,1,0,100
2024-06-20 06:00:00+07:00,864.041,114.86,1,0,100
2024-06-20 07:00:00+07:00,866.03,115.516,1,0,100
2024-06-20 08:00:00+07:00,864.149,115.811,1,0,100
2024-06-20 09:00:00+07:00,863.579,115.405,1,0,100
2024-06-20 10:00:00+07:00,863.473,116.584,1,0,100
2024-06-20 11:00:00+07:00,868.686,118.132,1,0,100
2024-06-20 13:00:00+07:00,869.801,119.665,1,0,100
2024-06-20 14:00:00+07:00,869.914,119.045,1,0,100
2024-06-20 15:00:00+07:00,874.201,117.496,1,0,100
2024-06-20 16:00:00+07:00,875.106,116.916,1,0,100
2024-06-20 17:00:00+07:00,877.566,115.111,1,0,100
2024-06-20 18:00:00+07:00,878.477,114.497,1,0,100
2024-06-20 20:00:00+07:00,877.622,115.11,1,0,100
2024-06-20 21:00:00+07:00,877.804,117.837,1,0,100
2024-06-20 22:00:00+07:00,875.604,114.831,1,0,100
2024-06-20 23:00:00+07:00,870.592,112.177,1,0,100
2024-06-21 00:00:00+07:00,866.607,110.993,1,0,100
2024-06-21 01:00:00+07:00,863.749,109.095,1,0,100
2024-06-21 02:00:00+07:00,861.158,104.222,1,0,100
2024-06-21 03:00:00+07:00,859.167,108.386,1,0,100
2024-06-21 04:00:00+07:00,859.849,107.373,1,0,100
2024-06-21 05:00:00+07:00,859.452,109.252,1,0,100
2024-06-21 06:00:00+07:00,858.788,111.782,1,0,100
2024-06-21 08:00:00+07:00,860.298,112.384,1,0,100
